Incident,Date,Incident Type,Address,Longitude,Latitude,Time,Response
"Five Vehicles Damaged By Fire On Bridge Road","11/20/2016","Vehicle","6400 Block Bridge Road, Madison, WI","-89.337633","43.049526","2016-11-20T00:22:00-06:00","0:02:00"
"Chemical Odor On East Johnson Street Identified","11/16/2016","Hazmat","800 Block East Johnson Street, Madison, WI","-89.377970","43.083219","2016-11-16T12:40:00-06:00","0"
"Tank Ruptures, Spills Gallons Of Diesel At East Wash Intersection","11/15/2016","Vehicle","E. Washington Avenue & S. Patterson Street, Madison, WI","-89.373307","43.082260","2016-11-15T13:13:00-06:00","0"
"Two Displaced By Small Fire On Calypso Road","11/14/2016","Structure","2500 Block Calypso Road, Madison, WI","-89.366253","43.125212","2016-11-14T04:50:00-06:00","0:05:00"
"Garage Fire On Southwest Side","11/13/2016","Structure","Golden Oak Lane, Madison, WI 53715","-89.486475","43.034041","2016-11-13T21:28:00-06:00","0:05:00"
"Tractor Trailer Clips Electrical Pole","11/09/2016","Electrical","Odana Rd/Monroe Street, Madison, WI","-89.423575","43.060730","2016-11-09T17:23:00-06:00","0"
"Landscapers Hit Gas Supply Line","11/09/2016","Gas Leak","400 Block Wild Indigo Lane, Madison, WI 53717","-89.535486","43.068879","2016-11-09T10:09:00-06:00","0"
"Nobody Home When Small Fire Ignites On Outdoor Balcony","11/07/2016","Structure","5100 Block Autumn Leaf Lane, Madison, WI","-89.291780","43.121908","2016-11-07T21:40:00-06:00","0:07:00"
"MFD Called For Windsurfer Believed To Be In Distress","11/07/2016","Lake Rescue","1600 Block East Sherman Ave, Madison, WI 53703","-89.373529","43.091444","2016-11-07T15:11:00-06:00","0:05:00"
"Engine 5 Responds To Dumpster Fire On Femrite Drive","11/06/2016","Trash/Rubbish","4400 Block Femrite Drive, Madison, WI","-89.307367","43.049691","2016-11-06T14:09:00-06:00","0:06:00"
"Rented U-Haul Goes Up In Flames On West Side","11/06/2016","Vehicle","S. Whitney Way / Westbury Place, Madison, WI 53703","-89.476776","43.040994","2016-11-06T13:48:00-06:00","0:02:00"
"Man Attacked By Pet Iguana Is Expected To Make Full Recovery","11/06/2016","Assist Citizen","Near-West Side, Madison, WI 53703","-89.391740","43.056052","2016-11-06T11:25:00-06:00","0:05:00"
"Firefighters Respond To Wood Beam On Fire At Shorewood Hills Home","11/04/2016","Structure","Blackhawk Drive, Shorewood Hills, WI","-89.450279","43.079971","2016-11-04T14:41:00-05:00","0:04:00"
"Books Left On Oven Prompt Fire Department Response Downtown","11/04/2016","Structure","300 Block W. Dayton Street, Madison, WI","-89.389737","43.073609","2016-11-04T14:07:00-05:00","0:02:00"
"Engine 1 Confronts Gas Leak Emergency At 'Lucky' Business","11/04/2016","Gas Leak","700 Block University Ave, Madison, WI","-89.397467","43.073234","2016-11-04T04:10:00-05:00","0:09:00"
"Overheated Fan Causes Smoke Scare On UW Campus","11/01/2016","Smoke Scare","1400 Block Engineering Drive, Madison, WI","-89.413004","43.073356","2016-11-01T16:58:00-05:00","0:04:00"
"Fire Quickly Consumes Car In Downtown Madison","11/01/2016","Vehicle","E. Johnson Street / N. Blount Street, Madison, WI","-89.378909","43.081300","2016-11-01T15:51:00-05:00","0:03:00"
"Mixture Of Drain Cleaners Creates Toxic Vapor On North Side","11/01/2016","Hazmat","East Bluff, Madison, WI 53703","-89.365527","43.132441","2016-11-01T15:04:00-05:00","0:06:00"
"Cause Of Allied Drive Trash Fire Unknown","10/30/2016","Trash/Rubbish","2100 Block Allied Drive, Madison, WI","-89.459054","43.031333","2016-10-30T00:29:00-05:00","0:07:00"
"Four Condos, Garages Ventilated Following Carbon Monoxide Spell","10/29/2016","Carbon Monoxide","5000 Block Siggelkow Road, Madison, WI","-89.295580","43.025942","2016-10-29T23:30:00-05:00","0:09:00"
"Clothing Stuffed in Dryer Vent Causes Fire Damage","10/29/2016","Structure","1100 Block Woodvale Drive, Madison, WI","-89.298681","43.082512","2016-10-29T15:54:00-05:00","0:03:00"
"Two Injured In Stoughton Road Crash","10/28/2016","Vehicle","S. Stoughton Rd. / Cottage Grove Rd, Madison, WI","-89.285557","43.084544","2016-10-28T15:26:00-05:00","0:04:00"
"Student Cited For Fire At UW Dormitory","10/28/2016","Structure","600 Block W. Johnson Street, Madison, WI","-89.381519","43.080701","2016-10-28T02:02:00-05:00","0:07:00"
"Driver Uninjured After Vehicle Rolls Into Construction Pit","10/26/2016","Vehicle","Hammersley Road / S. Midvale Boulevard, Madison, WI","-89.451022","43.051923","2016-10-26T18:59:00-05:00","0:06:00"
"Automatic Sprinkler Puts Stop To Fire At West Side Retail Store","10/26/2016","Structure","7400 Block Mineral Point Road, Madison, WI","-89.510307","43.060704","2016-10-26T02:56:00-05:00","0:10:00"
"Small Fire In Duct System At Local Manufacturing Plant","10/24/2016","Structure","1000 Block E. Main Street, Madison, WI 53703","-89.370476","43.082724","2016-10-24T10:57:00-05:00","0:06:00"
"Cat Stranded On Rooftop Returns To Owner's Arms","10/23/2016","Special Rescue","500 Block Wynnwood Way, Madison, WI","-89.468584","43.073222","2016-10-23T14:02:00-05:00","0:06:00"
"Distracted Driving Leads To Single-Vehicle Rollover On East Side","10/23/2016","Vehicle","W. Corporate Drive / Milwaukee Street, Madison, WI","-89.301589","43.098767","2016-10-23T12:26:00-05:00","0:04:00"
"Brewing Kitchen Fire Caught Early Thanks To Alert Neighbor","10/22/2016","Cooking","100 Block S. Mills Street, Madison, WI","-89.404091","43.066390","2016-10-22T16:03:00-05:00","0:03:00"
"Multiple Vehicle Accident on I-90","10/22/2016","Vehicle","Interstate 90, Madison, WI","-89.283827","43.098804","2016-10-22T04:37:00-05:00","0"
"Kitchen Stove Used As Home Heat Source Triggers CO Alarm","10/22/2016","Carbon Monoxide","2800 Block Curry Parkway, Madison, WI","-89.426153","43.034891","2016-10-22T03:10:00-05:00","0"
"Cooking Fire On North Side","10/21/2016","Cooking","1500 Block Troy Drive, Madison, WI","-89.369112","43.133303","2016-10-21T17:27:00-05:00","0:04:00"
"Child Freed From Infant Swing At Local Park","10/20/2016","Assist Citizen","1600 Block Frisch Rd, Madison, WI","-89.492975","43.035870","2016-10-20T17:35:00-05:00","0:03:00"
"Two-Car Crash At Packers Ave. Intersection","10/19/2016","Vehicle","Packers Ave. / International Ln, Madison, WI","-89.348546","43.130215","2016-10-19T12:57:00-05:00","0:05:00"
"Empty Boat Sends Rescuers To Lake Monona","10/19/2016","Lake Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2016-10-19T09:34:00-05:00","0:03:00"
"Engine 13 Responds To Residential Carbon Monoxide Leak","10/18/2016","Carbon Monoxide","100 Block Andrew Way, Madison, WI","-89.290371","43.099942","2016-10-18T19:18:00-05:00","0:04:00"
"Paramedic Pushes Past Dog Bite To Revive Pulseless Patient","10/18/2016","Assist Citizen","West Side, Madison, WI 53706","-89.391740","43.056052","2016-10-18T14:07:00-05:00","0:03:00"
"One Injured In Attempt To Avoid Collision Downtown","10/18/2016","Vehicle","N. Bassett Street / W. Dayton Street, Madison, WI","-89.399952","43.070947","2016-10-18T13:15:00-05:00","0:02:00"
"Seven Taken To Hospital Following Crash On John Nolen Drive","10/16/2016","Vehicle","John Nolen Drive / North Shore Drive, Madison, WI","-89.373583","43.047276","2016-10-16T14:38:00-05:00","0:05:00"
"Nobody Home As Carbon Monoxide Triggers Alarm In Downtown Apartment","10/16/2016","Carbon Monoxide","300 Block S. Hamilton Street, Madison, WI","-89.384297","43.070555","2016-10-16T13:44:00-05:00","0:03:00"
"Firefighters Respond To Kitchen Fire On Near East Side","10/14/2016","Cooking","600 Block E. Johnson Street, Madison, WI","-89.381519","43.080701","2016-10-14T21:04:00-05:00","0:04:00"
"One Injured In Early-Morning Crash","10/14/2016","Vehicle","Whitney Way / Mineral Point Road, Madison, WI","-89.500196","43.060654","2016-10-14T05:40:00-05:00","0"
"Student Burns Bagels In Dorm Room; Intoxication A Factor","10/14/2016","Cooking","800 Block W. Johnson Street, Madison, WI","-89.377970","43.083219","2016-10-14T01:10:00-05:00","0:03:00"
"One Rescued From East Towne Elevator","10/13/2016","Elevator","East Towne Mall, Madison, WI","-89.304345","43.127949","2016-10-13T18:43:00-05:00","0"
"Lightning Strike The Suspected Cause Of Fire At Madison Sewerage Plant","10/12/2016","Structure","1600 Block Moorland Rd, Madison, WI","-89.357089","43.032876","2016-10-12T07:00:00-05:00","0:07:00"
"Extensive Damage in High Rise Building Near Beltline","10/07/2016","Structure","2600 Block West Beltline Highway, Madison, WI","-89.422154","43.035818","2016-10-07T20:43:00-05:00","0:08:00"
"Apartment Complex Evacuated After Carbon Monoixde Incident","10/06/2016","Carbon Monoxide","1400 Block Wayridge Drive, Madison, WI 53704","-89.300086","43.117661","2016-10-06T20:38:00-05:00","0"
"Citizen Reports Smoking Washer in Laundry Mat","10/06/2016","Smoke Scare","900 Block Atlas Ave, Madison, WI 53714","-89.306978","43.084740","2016-10-06T16:01:00-05:00","0"
"East Side Fire Results In $100,000 Loss; Family And Pets Okay","10/05/2016","Structure","5600 Block Rustic Woods Drive, Madison, WI","-89.284301","43.070376","2016-10-05T10:46:00-05:00","0:05:00"
"Faulty Oven To Blame For Carbon Monoxide Leak On East Gorham","10/04/2016","Carbon Monoxide","1200 Block East Gorham St, Madison, WI 53703","-89.371657","43.088901","2016-10-04T20:50:00-05:00","0:06:00"
"Five-Vehicle Crash On Seminole Highway","10/04/2016","Vehicle","Seminole Highway / Nakoma Road, Madison, WI 53703","-89.443038","43.044568","2016-10-04T12:46:00-05:00","0:06:00"
"Nobody Injured After Crash Into North Side Credit Union","10/04/2016","Vehicle","1400 Block Northport Drive, Madison, WI 53703","-89.368329","43.128254","2016-10-04T10:07:00-05:00","0:02:00"
"Apartment Suffers Smoke Damage Following Cooking Fire","10/02/2016","Cooking","200 Block Langdon Street, Madison, WI 53703","-89.392545","43.076765","2016-10-02T17:24:00-05:00","0:03:00"
"One Pinned, Transported Following Early-Morning Crash","10/01/2016","Vehicle","N. Whitney Way / University Ave, Madison, WI","-89.445392","43.075298","2016-10-01T01:56:00-05:00","0:03:00"
"North Side Dumpster Fire Under Investigation","09/30/2016","Trash/Rubbish","2800 Block Dryden Drive, Madison, WI","-89.359862","43.127623","2016-09-30T14:06:00-05:00","0:02:00"
"Plugged Dryer Vent Kicks Up Smoke On Fourth Street","09/30/2016","Appliance","100 Block N. Fourth Street, Madison, WI 53703","-89.355286","43.096934","2016-09-30T13:37:00-05:00","0:04:00"
"Oven Mitt Catches On Fire Inside Broiler","09/29/2016","Cooking","1000 Block Drake Street, Madison, WI","-89.402449","43.062075","2016-09-29T22:17:00-05:00","0:04:00"
"Several Residents Affected By Power Outage After Apparent Hit-And-Run","09/27/2016","Electrical","5600 Block Old Middleton Road, Madison, WI","-89.478353","43.075357","2016-09-27T21:22:00-05:00","0:05:00"
"Kitchen Fire Averted Thanks To Alert Neighbor","09/27/2016","Smoke Scare","1500 Block Trailsway, Madison, WI","-89.367169","43.126161","2016-09-27T12:52:00-05:00","0:03:00"
"Tangled Cable Wires Temporarily Shut Down Stoughton Road Early Tuesday Morning","09/27/2016","Electrical","S. Stoughton Rd. / U.S. Highway 12, Madison, WI","-89.373660","43.042016","2016-09-27T02:45:00-05:00","0:05:00"
"Engine 10 Responds To Gasoline Spill At North Side Parking Lot","09/26/2016","Vehicle","1800 Block Aberg Ave, Madison, WI","-89.361424","43.114239","2016-09-26T18:55:00-05:00","0:06:00"
"Capitol Police Put A Stop To Vehicle Fire On the Square; Cause Unknown","09/26/2016","Vehicle","W. Main Street / S. Carroll Street, Madison, WI","-90.189206","38.892569","2016-09-26T14:35:00-05:00","0:03:00"
"Ladder 2 Called To Possible Fire Off Beltline After Debris Catches Onto Passing Vehicle","09/26/2016","Vehicle","Mineral Point Rd. / Junction Rd, Madison, WI","-89.527416","43.060432","2016-09-26T06:29:00-05:00","0:06:00"
"Three People Safe After Fire Consumes Vehicle On Northport Drive","09/25/2016","Vehicle","Northport Drive / Troy Drive, Madison, WI","-89.379229","43.133730","2016-09-25T11:52:00-05:00","0:02:00"
"Firefighters Called For Waste Burning On Troy Drive","09/24/2016","Outdoor","1000 Block Troy Drive, Madison, WI","-89.380605","43.133747","2016-09-24T15:30:00-05:00","0:06:00"
"Smoke Complaint Reveals Illegal Pig Roast On Pinckney","09/23/2016","Outdoor","300 Block N. Pinckney Street, Madison, WI","-83.410071","30.468554","2016-09-23T19:48:00-05:00","0:05:00"
"Fog Machine Causes Smoke Scare On Jenifer Street","09/22/2016","Smoke Scare","1200 Block Jenifer Street, Madison, WI","-89.363490","43.082619","2016-09-22T18:48:00-05:00","0:03:00"
"Passerby Catches Kitchen Fire Early On South Shore Drive","09/22/2016","Structure","500 Block South Shore Drive, Madison, WI","-89.389661","43.056869","2016-09-22T18:45:00-05:00","0:05:00"
"Power Outage Disrupts Kitchen Operations At Segoe Gardens","09/22/2016","Smoke Scare","600 Block N. Segoe Road, Madison, WI","-89.465656","43.053579","2016-09-22T13:09:00-05:00","0:04:00"
"Dancing In Dorm Elevator Leaves Two Students Stranded","09/21/2016","Elevator","10 Block N. Park Street, Madison, WI","-69.878364","44.800030","2016-09-21T20:33:00-05:00","0:03:00"
"Carbon Monoxide From Running Car Affects Three Neighboring Condos","09/21/2016","Carbon Monoxide","3700 Block Design Pass, Madison, WI","-89.508181","43.005679","2016-09-21T18:30:00-05:00","0:07:00"
"Lightning Strike Takes Out Electric Meter At Johnson Street Business","09/21/2016","Structure","1900 Block East Johnson Street, Madison, WI","-89.367160","43.090804","2016-09-21T15:45:00-05:00","0:07:00"
"Fire Department, Other City Agencies Called For Flooded Basement at East Side YMCA","09/21/2016","Water Leak","700 Block Cottage Grover Road, Madison, WI","-89.315212","43.084170","2016-09-21T05:01:00-05:00","0:10:00"
"Severed Power Line Causes Estimated $2000 In Damage On Maher Ave.","09/21/2016","Electrical","5100 Block Maher Ave, Madison, WI","-89.313141","43.066290","2016-09-21T04:48:00-05:00","0:07:00"
"Smoldering Trash Bin Discovered Downtown","09/20/2016","Trash/Rubbish","500 Block East Johnson Street, Madison, WI","-89.382449","43.080092","2016-09-20T17:17:00-05:00","0:03:00"
"Flooded Intersection Leaves Three Vehicles Stranded; One Passenger Rescued","09/19/2016","Vehicle","Rose Place / University Ave, Madison, WI","-89.445392","43.075298","2016-09-19T16:36:00-05:00","0:07:00"
"Ladder 6 Called To Limousine Fire","09/17/2016","Vehicle","Baird Street / Bram Street, Madison, WI","-89.389432","43.045684","2016-09-17T21:14:00-05:00","0:03:00"
"Fire Department Dispatched For Struggling Kayaker; Finds Frolicking Beaver","09/16/2016","Lake Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2016-09-16T19:11:00-05:00","0:05:00"
"Gas Leak Prompts Downtown Building Evacuation","09/16/2016","Gas Leak","400 Block N. Pinckney Street, Madison, WI 53703","-89.386709","43.078327","2016-09-16T16:31:00-05:00","0:04:00"
"Motorist Drives Off After Gasoline Ignites At Gas Station","09/15/2016","Outdoor","3000 Block East Washington Ave, Madison, WI","-89.342805","43.103903","2016-09-15T12:12:00-05:00","0:05:00"
"Soldering Project Ignites Accidental Fire On Bassett Street","09/14/2016","Structure","10 Block N. Bassett Street, Madison, WI","-89.391314","43.070316","2016-09-14T11:41:00-05:00","0:02:00"
"Four Displaced After Fire Spreads In Northside Kitchen","09/13/2016","Structure","400 Block Troy Drive, Madison, WI","-89.393238","43.133799","2016-09-13T19:12:00-05:00","0:03:00"
"Firefighters Called For Malfunctioning Elevator At UW Dorm","09/13/2016","Elevator","800 Block W. Johnson Street, Madison, WI","-89.377970","43.083219","2016-09-13T19:05:00-05:00","0"
"Melted Bottle Cap To Blame For Mysterious Odor In East Side Home","09/13/2016","Odor Investigation","6800 Block Fieldwood Road, Madison, WI","-89.289450","43.163391","2016-09-13T10:28:00-05:00","0:05:00"
"Unattended Cooking Fire Displaces Family, Pets On Piccadilly Drive","09/13/2016","Cooking","5200 Block Piccadilly Drive, Madison, WI","-89.292405","43.101473","2016-09-13T09:40:00-05:00","0:05:00"
"Smoke Under Mobile Home Traced To Burned Wires","09/11/2016","Electrical","400 Block Warbler Lane, Madison, WI","-89.353446","43.132982","2016-09-11T18:26:00-05:00","0:05:00"
"Faulty Battery Likely Cause Of Fire Door Activation At Area Food Bank","09/09/2016","Electrical","2800 Block Dairy Drive, Madison, WI","-89.295057","43.058350","2016-09-09T13:02:00-05:00","0:06:00"
"One Pinned, Transported Following Crash On Schroeder Road","09/07/2016","Vehicle","6700 Block Schroeder Road, Madison, WI","-89.496541","43.046280","2016-09-07T12:15:00-05:00","0:03:00"
"All OK After Apartment Building Is Evacuated For Suspected Gas Leak","09/07/2016","Gas Leak","2900 Block Curry Parkway, Madison, WI","-89.426172","43.032893","2016-09-07T01:45:00-05:00","0:08:00"
"Automatic Sprinkler Quickly Catches Kitchen Fire at Downtown Restaurant","09/07/2016","Cooking","400 Block State Street, Madison, WI","-90.160244","38.681167","2016-09-07T00:38:00-05:00","0:05:00"
"Dryer Fire Scare on Mifflin Street","09/06/2016","Structure","500 Block Mifflin Street, Madison, WI 53703","-89.380747","43.078792","2016-09-06T20:02:00-05:00","0"
"Witnesses Report 'Mini-Motorcycle' On Fire On East Side Bridge","09/06/2016","Vehicle","N. Marquette Street / Darbo Drive, Madison, WI","-89.340745","43.103537","2016-09-06T19:51:00-05:00","0:05:00"
"Oven Catches Fire On Mayfair Ave.","09/05/2016","Structure","1000 Block Mayfair Ave, Madison, WI","-89.325802","43.112922","2016-09-05T11:56:00-05:00","0:05:00"
"Firefighters Respond To Cooking Fire On Moorland Road","09/04/2016","Cooking","1100 Block Moorland Rd, Madison, WI","-89.366418","43.033536","2016-09-04T15:50:00-05:00","0:06:00"
"Smoke Scare Uncovers Overloaded Power Strip In Downtown Condo","09/03/2016","Smoke Scare","300 Block S. Hamilton Street, Madison, WI","-89.384297","43.070555","2016-09-03T14:55:00-05:00","0:06:00"
"Commercial Oven Fire","09/02/2016","Cooking","","ml>
<html lang=","tml>
<html lang=","2016-09-02T00:02:00-05:00","0:05:00"
"Overloaded Dryer Catches Fire In University Ave. Laundry Room","09/01/2016","Appliance","6200 Block University Ave, Madison, WI","-89.445392","43.075298","2016-09-01T22:37:00-05:00","0:07:00"
"Teen Injured Following Vehicle Rollover In School Parking Lot","09/01/2016","Vehicle","700 Block Pflaum Road, Madison, WI","-89.320080","43.062788","2016-09-01T13:25:00-05:00","0:08:00"
"Vehicle Fire Extends To Neighboring Car On Calypso Road","09/01/2016","Vehicle","2400 Block Calypso Road, Madison, WI","-89.366254","43.124486","2016-09-01T04:44:00-05:00","0:05:00"
"Semi Rollover Causes Traffic Backup on Stoughton Rd. at Highway 30","08/31/2016","Vehicle","N. Stoughton Road / Highway 30, Madison, WI","ml>
<html lang=","tml>
<html lang=","2016-08-31T08:02:00-05:00","0:04:00"
"Toxic Chemical Combo Brings Firefighters and Paramedics To DOC","08/30/2016","Hazmat","3000 Block E. Washington Ave, Madison, WI","-89.342805","43.103903","2016-08-30T17:32:00-05:00","0:07:00"
"Construction Site Temporarily Evacuated; Mysterious Gas Odor To Blame","08/30/2016","Gas Leak","10 Block W. Main Street, Madison, WI","-74.416924","40.760065","2016-08-30T08:43:00-05:00","0:02:00"
"Firefighters Assist Man With Trailer Troubles On Midvale","08/29/2016","Assist Citizen","Madison, WI","-89.401230","43.073052","2016-08-29T16:32:00-05:00","0"
"Broken Belt Creates Smoky Situation In Bridge Road Basement","08/29/2016","Excessive heat/scorch","6400 Block Bridge Rd, Madison, WI","-89.337633","43.049526","2016-08-29T10:54:00-05:00","0:06:00"
"Nobody Injured Or Displaced By Small Fire On East Side","08/28/2016","Structure","Prairie Rose Road, Madison, WI","-89.293947","43.109097","2016-08-28T19:47:00-05:00","0:06:00"
"Suspicious Fire Damages Southside Home, Displaces 4 Residents","08/27/2016","Structure","200 Block Koster Street, Madison, WI 53713","-89.385580","43.044075","2016-08-27T04:54:00-05:00","0:06:00"
"MFD Assists Sun Prairie Fire In Town Of Burke","08/26/2016","Structure","6000 Block Portage Road, Madison, WI","-89.304744","43.166116","2016-08-26T16:19:00-05:00","0"
"1 Transported With Injuries Following House Fire On Fifth Street","08/26/2016","Structure","100 Block N. Fifth Street, Madison, WI","-79.132391","37.420016","2016-08-26T06:56:00-05:00","0:05:00"
"Firefighters Help Woman Off the Floor, Walk Her To Dinner","08/24/2016","Assist Citizen","600 Block N. Segoe Road, Madison, WI","-89.465656","43.053579","2016-08-24T16:59:00-05:00","0:03:00"
"Weather-Damaged Mustang Takes A Turn For the Worse","08/24/2016","Vehicle","1900 Block Freeport Road, Madison, WI","-89.460581","43.033172","2016-08-24T14:33:00-05:00","0:04:00"
"No Damage Following Small Cooking Fire On Prairie Road","08/23/2016","Cooking","3300 Block Prairie Rd, Madison, WI","-89.495664","43.018948","2016-08-23T19:46:00-05:00","0:05:00"
"Hand Freed From Home Garbage Disposal","08/22/2016","Assist Citizen","Madison, WI","-89.401230","43.073052","2016-08-22T13:08:00-05:00","0:04:00"
"Basement Fire Displaces Family Of Six","08/22/2016","Structure","2400 Block Lafollette Ave, Madison, WI","-89.347293","43.096859","2016-08-22T11:59:00-05:00","0:05:00"
"Smoking Vehicle Summons Firefighters To Downtown Lot","08/22/2016","Vehicle","100 Block N. Blair Street, Madison, WI","-89.377584","43.077647","2016-08-22T10:33:00-05:00","0:02:00"
"One Transported Following Rollover Crash On East Washington Ave.","08/21/2016","Vehicle","East Washington Avenue & Sparkle Court, Madison, WI","-89.362788","43.089878","2016-08-21T20:51:00-05:00","0:04:00"
"Vehicle Crashes Into Building, Three People Injured","08/21/2016","Vehicle","1100 Block Williamson Street, Madison, WI","-89.366154","43.082042","2016-08-21T02:46:00-05:00","0:03:00"
"Firefighters Rescue Dog Trapped Under Lakeshore Dock","08/20/2016","Special Rescue","Lakeshore Path, Madison, WI 53705","-89.428069","43.082159","2016-08-20T18:52:00-05:00","0:06:00"
"Vehicle Totaled By Fire In Engine Compartment","08/20/2016","Vehicle","700 Block S. Gammon Road, Madison, WI","-89.504127","43.049783","2016-08-20T18:52:00-05:00","0:05:00"
"Lightning Strikes Home On East Side","08/19/2016","Structure","3800 Block Sunbrook Rd, Madison, WI","-89.306962","43.140215","2016-08-19T07:53:00-05:00","0:05:00"
"Two Displaced, One Injured by Early Morning Fire","08/19/2016","Structure","800 Block Sky Ridge Drive, Madison, WI","-89.510344","43.049992","2016-08-19T04:18:00-05:00","0:08:00"
"Firefighters Rescue Man Trapped Inside Bobcat","08/18/2016","Vehicle","Buena Vista St, Madison, WI","-89.337957","43.093516","2016-08-18T10:01:00-05:00","0:06:00"
"Smoke Odor Alarms Child Care Staff On Park Street","08/17/2016","Smoke Scare","2200 Block S. Park Street, Madison, WI","-89.394429","43.042313","2016-08-17T13:58:00-05:00","0:06:00"
"Oil Cleanup Materials Smolder Outside West Side Restaurant","08/16/2016","Outdoor","700 Block S. Gammon Road, Madison, WI","-89.504127","43.049783","2016-08-16T18:53:00-05:00","0:05:00"
"Tree Falls On Capitol Lawn, Injuring Two","08/16/2016","Assist Citizen","Carroll Street & W. Washington Avenue, Madison, WI","-89.385238","43.073932","2016-08-16T18:28:00-05:00","0:04:00"
"Home Evacuated Following Small Gas Leak","08/16/2016","Gas Leak","Eliot Ln, Madison, WI","-89.360565","43.134182","2016-08-16T13:30:00-05:00","0:07:00"
"Madison Fire Department Assists With Small Spill On UW Campus","08/16/2016","Hazmat","700 Block Highland Ave, Madison, WI","-89.429092","43.076923","2016-08-16T02:28:00-05:00","0:10:00"
"Multiple Occupants Displaced By Fire At River's Edge Apartments","08/14/2016","Structure","1700 Block Fordem Ave, Madison, WI","-89.363579","43.094319","2016-08-14T22:12:00-05:00","0:06:00"
"Firefighters Cut Balcony Cookout Short","08/14/2016","Smoke Scare","1700 Block Fordem Ave, Madison, WI","-89.363579","43.094319","2016-08-14T16:31:00-05:00","0:07:00"
"Lake Rescue Team, Engine 3 Aid Distressed Swimmer","08/13/2016","Lake Rescue","1000 Block Wisconsin Ave, Madison, WI","-89.387844","43.077519","2016-08-13T14:46:00-05:00","0:07:00"
"Large Grease Spill On West Side Summons Fire Crews, HazMat Team","08/13/2016","Hazmat","700 Block S. Gammon Road, Madison, WI","-89.504127","43.049783","2016-08-13T08:56:00-05:00","0:04:00"
"Gasoline Spill Discovered In North Side Parking Lot","08/13/2016","Gas Leak","500 Block East Bluff, Madison, WI","-85.374296","38.737476","2016-08-13T00:54:00-05:00","0:06:00"
"Creative Mosquito Abatement Method Quickly Swatted Away","08/11/2016","Outdoor","500 Block Oak Street, Madison, WI","-89.343223","43.103041","2016-08-11T22:28:00-05:00","0"
"Engine Co. 12 Helps Locked-In AAA Employee","08/11/2016","Assist Citizen","8400 Block Excelsior Drive, Madison, WI","-89.530789","43.076676","2016-08-11T16:00:00-05:00","0"
"One Injured In Cooking Fire On North Side","08/11/2016","Cooking","Northridge Terrace, Madison, WI","-89.387186","43.138132","2016-08-11T15:38:00-05:00","0:07:00"
"Emergency Crews Called Twice To Full Compass Systems","08/11/2016","Hazmat","9700 Block Silicon Prairie Parkway, Madison, WI","-89.553710","43.057813","2016-08-11T09:57:00-05:00","0"
"Marsh Road Business Briefly Evacuated For Small Fire","08/11/2016","Structure","3700 Block Marsh Rd, Madison, WI","-89.286748","43.045345","2016-08-11T06:20:00-05:00","0:11:00"
"Jet Ski Capsizes On Lake Mendota; No Injuries","08/10/2016","Lake Rescue","Lake Mendota, Madison, WI","-89.451396","43.083398","2016-08-10T17:51:00-05:00","0:06:00"
"Small Fire Ignites Inside Broiler Used As Storage Space","08/09/2016","Cooking","W. Main Street, Madison, WI","-75.515202","42.898227","2016-08-09T19:15:00-05:00","0:03:00"
"Smoke Scare Sends Firefighters To Downtown Restaurant","08/08/2016","Smoke Scare","100 Block East Main Street, Madison, WI","-89.381725","43.074669","2016-08-08T19:54:00-05:00","0:04:00"
"Wedding Celebration Evacuated, 26 People Transported Due To Carbon Monoxide Incident","08/06/2016","Carbon Monoxide","5000 Block Blazing Star Drive, Madison, WI","-89.297355","43.054315","2016-08-06T23:39:00-05:00","0:09:00"
"Traffic Crash At Northport and Troy, Two Injured","08/03/2016","Vehicle","Northport Drive / Troy Drive, Madison, WI","-89.379229","43.133730","2016-08-03T15:12:00-05:00","0:03:00"
"Body Recovered From Lake Monona","08/02/2016","Lake Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2016-08-02T23:01:00-05:00","0"
"Automatic Sprinkler Quickly Extinguishes Apartment Fire On Jenewein Road","07/31/2016","Candle","4700 Block Jenewein Rd, Madison, WI","-89.458031","43.028896","2016-07-31T11:40:00-05:00","0:07:00"
"SUV Crashes Into Sommers Avenue Home, Nobody Injured","07/30/2016","Vehicle","2200 Block Sommers Ave, Madison, WI","-89.349214","43.092437","2016-07-30T14:45:00-05:00","0:05:00"
"Firefighter respond to Hazardous Material Incident at Pellitteri Waste Systems","07/28/2016","Hazmat","4000 Block Kipp Street, Madison, WI","-89.282202","43.039798","2016-07-28T12:03:00-05:00","0"
"Crews Extinguish Generator Fire","07/27/2016","Structure","100 Block W. Washington Ave, Madison, WI","-89.385252","43.073941","2016-07-27T06:18:00-05:00","0"
"Metal Shavings Catch Fire at Alter Metal Recycling","07/24/2016","Outdoor","4400 Block Sycamore Ave, Madison, WI 53714","-89.307351","43.114615","2016-07-24T10:03:00-05:00","0"
"Lighting Strikes Home on Tree Ridge Trail.","07/23/2016","Structure","5300 Block Tree Ridge Trail, Madison, WI 53718","-89.289349","43.161682","2016-07-23T19:48:00-05:00","0"
