DotSize,IntersectionID,Lat,Lon,OBJECTID,Saturday,Saturday_1_79,StopDescription,StopID,Sunday,Sunday_1_79,Weekday,Weekday_1_79,WkdBdPerSvc,WkdSvc,coordinates
811419.37,763,43.073129,-89.391032,6451,15.82,0.0,NB N Broom fs W Dayton ,593,2.0,0.0,162.28,158.73,0,0,"[-89.39102597030714, 43.073121057430285]"
50442.76,793,43.077496,-89.38587,6452,2.01,0.0,EB E Johnson ns N Pinckney ,597,0.0,0.0,10.09,7.42,0,0,"[-89.38586397043768, 43.07748805592078]"
34644.67,380,43.054059,-89.390177,6453,2.52,2.52,WB W Olin fs Gilson ,602,2.51,2.51,6.93,6.93,0,0,"[-89.39017097163115, 43.05405106053606]"
1147.02,733,43.067759,-89.400675,6454,0.0,0.0,WB Regent ns N Park ,608,0.0,0.0,0.23,0.23,0,0,"[-89.40066896740555, 43.06775105822964]"
111202.84,381,43.054141,-89.39562,6455,3.02,3.02,WB W Olin fs Lowell ,614,2.51,2.51,22.24,22.24,0,0,"[-89.39561397046992, 43.05413306033087]"
12293.27,104,43.042614,-89.378263,6456,6.54,6.54,EB E Rusk ns Rimrock ,619,1.5,1.5,2.46,2.46,0,0,"[-89.37825697619365, 43.042606061128744]"
65642.99,694,43.056322,-89.381932,6457,0.0,0.0,NB John Nolen fs Lakeside ,621,0.0,0.0,13.13,13.13,0,0,"[-89.3819259744793, 43.05631405907321]"
37316.56,729,43.065459,-89.404206,6458,2.5,2.5,SB S Mills ns Mound ,624,1.5,1.5,7.46,7.46,0,0,"[-89.4041999663973, 43.065451059456244]"
95241.99,724,43.063327,-89.399985,6459,20.5,20.5,EB West Wash fs S Park ,633,7.51,7.51,19.05,19.05,0,0,"[-89.39997896872386, 43.063319059372795]"
54202.14,229,43.045608,-89.39165,6460,4.53,4.53,NB Fisher ns Bram ,643,2.51,2.51,10.84,10.84,0,0,"[-89.39164397229773, 43.04560006169086]"
4489.86,671,43.046328,-89.373966,6461,0.0,0.0,SB John Nolen fs Rimrock ,650,0.0,0.0,0.9,0.9,0,0,"[-89.37395997694102, 43.04632006081299]"
92576.3,921,43.071005,-89.385503,6462,0.0,0.0,WB W Doty fs S Henry ,668,0.0,0.0,18.52,18.52,0,0,"[-89.3854969716979, 43.07099705686065]"
4544202.83,759,43.073336,-89.397994,6463,383.93,383.93,WB Univ Ave fs N Lake ,670,328.3,328.3,908.84,908.84,0,0,"[-89.39798796765282, 43.07332805771465]"
6705.42,103,43.051836,-89.37959,6464,1.51,1.51,WB E Olin fs John Nolen ,674,0.0,0.0,1.34,1.34,0,0,"[-89.37958397508372, 43.05182805971131]"
0.0,62,43.067698,-89.413167,6465,1.5,1.5,WB Monroe fs Regent ,682,1.0,1.0,0.0,0.0,0,0,"[-89.41316096384804, 43.06769005946351]"
231170.55,917,43.074929,-89.392969,6466,44.56,36.03,WB State ns W Gilman ,688,21.05,21.05,46.23,39.56,0,0,"[-89.39296296868902, 43.07492105683135]"
710113.64,437,43.073517,-89.414277,6467,62.03,62.03,WB Univ Ave fs N Breese ,692,41.01,41.01,142.02,142.02,0,0,"[-89.41427096263524, 43.0735090581806]"
1676.5,380,43.053692,-89.390399,6468,0.0,0.0,SB Gilson fs W Olin ,694,0.0,0.0,0.34,0.34,0,0,"[-89.39039297228105, 43.05368406028579]"
171013.03,670,43.044015,-89.393797,6469,10.5,10.5,NB S Park ns Burr Oak ,703,13.51,13.51,34.2,34.2,0,0,"[-89.39379097224655, 43.044007062193494]"
783131.98,82,43.073767,-89.406352,6470,0.0,0.0,SB N Charter ns Univ Ave ,706,2.0,0.0,156.63,82.25,0,0,"[-89.40634596463076, 43.073759057603546]"
68539.73,750,43.069834,-89.390515,6471,3.06,0.0,SB S Bassett fs West Wash ,710,0.5,0.0,13.71,12.04,0,0,"[-89.39050897079171, 43.06982605768034]"
39080.18,61,43.065378,-89.400515,6472,4.03,4.03,NB S Park op Meriter ,715,2.51,2.51,7.82,7.82,0,0,"[-89.40050896825288, 43.06537005914988]"
25636.02,670,43.044293,-89.394303,6473,2.0,2.0,SB S Park ns Burr Oak ,730,2.0,2.0,5.13,5.13,0,0,"[-89.39429697175954, 43.044285062535884]"
57973.17,734,43.068538,-89.403921,6474,12.01,12.01,NB N Mills fs College ,739,6.02,6.02,11.59,11.59,0,0,"[-89.4039149669854, 43.06853005824979]"
2172170.26,434,43.072039,-89.404278,6475,44.07,42.54,EB W Johnson ns N Mills ,741,30.02,24.52,434.43,431.77,0,0,"[-89.40427196594202, 43.07203105790951]"
111948.57,675,43.049074,-89.393808,6476,9.5,9.5,NB S Park ns Wingra ,749,4.5,4.5,22.39,22.39,0,0,"[-89.39380197193049, 43.04906606152057]"
190696.05,426,43.070241,-89.413759,6477,19.39,0.0,NB Breese ns Hoyt ,751,4.0,0.0,38.14,30.25,0,0,"[-89.41375296381523, 43.07023305877173]"
84414.23,82,43.07417,-89.406055,6478,0.0,0.0,NB N Charter fs Univ Ave ,757,0.0,0.0,16.88,16.88,0,0,"[-89.40604896560254, 43.07416205764395]"
508516.02,793,43.078463,-89.386659,6479,2.01,0.0,WB E Gorham ns N Pinckney ,758,0.0,0.0,101.7,98.26,0,0,"[-89.3866529700695, 43.07845505567637]"
1748011.23,759,43.073076,-89.397291,6480,38.51,13.01,NB N Lake ns Univ Ave ,765,45.03,8.51,349.6,31.99,0,0,"[-89.39728496731581, 43.073068057845006]"
133906.84,57,43.067928,-89.393972,6481,0.0,0.0,WB West Wash at Sw Path ,768,0.5,0.5,26.78,26.78,0,0,"[-89.39396596934397, 43.06792005838338]"
100241.04,60,43.065055,-89.39822,6482,9.5,9.5,WB West Wash at Ped Bridge ,770,4.5,4.5,20.05,20.05,0,0,"[-89.39821396787032, 43.065047059212496]"
2808.84,434,43.073185,-89.403945,6483,0.0,0.0,NB N Mills ns Univ Ave ,773,0.0,0.0,0.56,0.56,0,0,"[-89.40393896595674, 43.07317705836498]"
205594.46,331,43.03869,-89.401869,6484,10.02,10.02,WB W Badger fs Fiedler ,782,10.54,10.54,41.12,41.12,0,0,"[-89.40186297031646, 43.038682063755104]"
27469.45,921,43.070262,-89.384331,6485,0.0,0.0,EB W Wilson ns S Hamilton ,791,0.0,0.0,5.49,5.49,0,0,"[-89.38432497240758, 43.07025405724383]"
55583.7,1006,43.074599,-89.400488,6486,10.71,0.0,NB N Park at State St Mall ,795,28.0,0.0,11.12,0.0,0,0,"[-89.40048196714574, 43.07459105782045]"
118150.63,922,43.074677,-89.390328,6487,13.01,13.01,EB State ns W Johnson ,803,5.01,5.01,23.63,23.63,0,0,"[-89.39032196954228, 43.07466905698027]"
2788753.2,201,43.073177,-89.410858,6488,64.11,60.03,EB Campus ns Babcock Rr ,809,66.02,58.52,557.75,546.75,0,0,"[-89.41085196420212, 43.07316905823406]"
18439.9,346,43.044085,-89.3859,6489,1.01,1.01,EB Koster ns Ardmore ,815,1.5,1.5,3.69,3.69,0,0,"[-89.38589397459513, 43.04407706139462]"
56560.25,660,43.038377,-89.404275,6490,0.0,0.0,SB Fish Hatchery fs W Badger ,816,0.0,0.0,11.31,11.31,0,0,"[-89.40426896933108, 43.038369063484396]"
8382.48,372,43.051723,-89.390808,6491,0.0,0.0,NB Gilson ns Cedar ,821,0.0,0.0,1.68,1.68,0,0,"[-89.39080197144366, 43.05171506109928]"
18439.9,104,43.042838,-89.378645,6492,6.04,6.04,WB E Rusk fs Rimrock ,828,2.01,2.01,3.69,3.69,0,0,"[-89.37863897689262, 43.04283006134734]"
34545.16,755,43.070866,-89.403933,6493,12.51,12.51,NB N Mills ns W Dayton ,837,8.02,8.02,6.91,6.91,0,0,"[-89.40392696652115, 43.07085805839787]"
304484.53,767,43.073639,-89.391365,6494,44.05,44.05,EB W Johnson fs N Broom ,839,25.03,25.03,60.9,60.9,0,0,"[-89.39135896900892, 43.07363105679538]"
60792.93,724,43.06288,-89.401022,6495,8.03,8.03,SB S Park fs West Wash ,840,3.01,3.01,12.16,12.16,0,0,"[-89.40101596749687, 43.06287205923736]"
128178.04,734,43.06758,-89.403909,6496,12.51,12.51,NB S Mills ns Regent ,841,8.52,8.52,25.64,25.64,0,0,"[-89.40390296673266, 43.0675720590681]"
238380.96,371,43.051698,-89.399002,6497,10.01,10.01,NB Fish Hatchery ns Appleton ,843,7.52,7.52,47.68,47.68,0,0,"[-89.398995969216, 43.05169006075172]"
61258.91,680,43.049317,-89.400521,6498,0.5,0.5,NB Fish Hatchery ns Plaenert ,845,0.0,0.0,12.25,12.25,0,0,"[-89.4005149694867, 43.04930906139464]"
2779.18,209,43.070748,-89.394922,6499,1.53,0.0,EB W Dayton ns Marion ,853,5.0,0.0,0.56,0.0,0,0,"[-89.39491596838904, 43.070740058007274]"
1117.57,682,43.05034,-89.3779,6500,0.0,0.0,SB John Nolen fs E Olin ,862,0.0,0.0,0.22,0.22,0,0,"[-89.37789397570896, 43.05033206008642]"
25631.48,218,43.067904,-89.411093,6501,6.05,4.01,WB Regent ns Madison ,866,2.0,0.5,5.13,4.24,0,0,"[-89.41108696466479, 43.067896059563495]"
10058.13,1016,43.045572,-89.388935,6502,0.5,0.5,EB Bram ns Koster ,875,1.5,1.5,2.01,2.01,0,0,"[-89.38892897287431, 43.045564061856375]"
14528.65,381,43.053926,-89.395435,6503,2.52,2.52,EB W Olin ns Lowell ,877,1.5,1.5,2.91,2.91,0,0,"[-89.39542897092282, 43.053918060211686]"
1259631.22,773,43.074641,-89.388217,6504,162.7,162.7,EB State ns N Fairchild ,883,130.19,130.19,251.93,251.93,0,0,"[-89.38821096982316, 43.074633057091134]"
109148.55,683,43.051974,-89.395152,6505,4.0,4.0,SB S Park ns Beld ,890,4.5,4.5,21.83,21.83,0,0,"[-89.39514597064156, 43.051966060885725]"
558.78,106,43.039161,-89.383916,6506,0.0,0.0,WB E Rusk ns N Rusk ,894,0.0,0.0,0.11,0.11,0,0,"[-89.38390997472658, 43.03915306203783]"
1579967.57,922,43.074883,-89.389575,6507,180.68,180.68,WB State ns W Johnson ,898,111.13,111.13,315.99,315.99,0,0,"[-89.38956896947673, 43.07487505720211]"
231289.4,706,43.059997,-89.401221,6508,15.51,15.51,WB Erin fs S Park ,904,10.53,10.53,46.26,46.26,0,0,"[-89.40121496839647, 43.05998906017865]"
45737.81,343,43.041491,-89.394255,6509,1.0,1.0,SB S Park fs Buick ,906,1.5,1.5,9.15,9.15,0,0,"[-89.39424897165856, 43.04148306234841]"
123668.02,690,43.054527,-89.398878,6510,6.01,6.01,NB Fish Hatchery fs Midland ,915,5.01,5.01,24.73,24.73,0,0,"[-89.39887196945686, 43.0545190609672]"
58460.11,62,43.067958,-89.414056,6511,0.0,0.0,SB Breese ns Regent ,916,0.0,0.0,11.69,11.69,0,0,"[-89.41404996391502, 43.06795005919797]"
441714.58,785,43.076853,-89.388944,6512,4.51,0.0,WB W Gorham ns N Carroll ,918,0.0,0.0,88.34,86.12,0,0,"[-89.38893797046569, 43.07684505628794]"
606216.58,205,43.074267,-89.397537,6513,64.78,53.55,SB N Lake fs State ,926,43.06,31.56,121.24,112.79,0,0,"[-89.39753096728947, 43.07425905767886]"
393111.88,208,43.071894,-89.395489,6514,36.04,36.04,EB W Johnson fs N Frances ,941,27.53,27.53,78.62,78.62,0,0,"[-89.39548296833163, 43.07188605722938]"
12293.27,1016,43.045572,-89.388639,6515,2.52,2.52,WB Koster ns Bram ,956,0.0,0.0,2.46,2.46,0,0,"[-89.38863297302802, 43.04556406173706]"
405288.37,733,43.067768,-89.40149,6516,29.18,21.53,WB Regent fs N Park ,962,18.53,17.53,81.06,80.39,0,0,"[-89.40148396709785, 43.06776005864371]"
798862.8,757,43.071346,-89.388663,6517,8.16,0.0,NB S Broom ns West Wash ,965,4.0,0.0,159.77,158.88,0,0,"[-89.38865697015443, 43.07133805742103]"
75972.68,743,43.068957,-89.392096,6518,4.51,4.0,EB West Wash fs S Bedford ,967,5.0,4.0,15.19,14.64,0,0,"[-89.39208997020829, 43.068949057849885]"
9499.34,208,43.072279,-89.395723,6519,0.5,0.5,NB N Frances fs W Johnson ,969,0.0,0.0,1.9,1.9,0,0,"[-89.39571696867216, 43.07227105776592]"
612686.17,218,43.067662,-89.409168,6520,117.66,117.66,EB Regent ns S Randall ,971,78.62,78.62,122.54,122.54,0,0,"[-89.40916196512863, 43.067654059449005]"
47635.65,757,43.07149,-89.388515,6521,13.5,13.5,EB West Wash fs S Broom ,989,3.5,3.5,9.53,9.53,0,0,"[-89.38850897048566, 43.071482057405625]"
2700505.14,446,43.076028,-89.384661,6522,170.14,170.14,WB E Mifflin fs N Pinckney ,1100,135.66,135.66,540.1,540.1,0,0,"[-89.38465497119996, 43.0760200560587]"
3717492.92,433,43.073297,-89.383773,6523,120.62,120.62,EB W Main fs S Carroll ,1101,94.62,94.62,743.5,743.5,0,0,"[-89.38376697227261, 43.07328905708691]"
10605.87,510,43.098067,-89.326187,6524,2.01,2.01,EB Milwaukee fs Walter ,1105,1.53,1.53,2.12,2.12,0,0,"[-89.32618098648813, 43.09805904928922]"
73111.72,846,43.09369,-89.35699,6525,10.51,10.51,EB East Wash ns S Second ,1107,9.51,9.51,14.62,14.62,0,0,"[-89.35698397810506, 43.093682051808294]"
290895.42,862,43.10023,-89.34913,6526,20.52,20.52,WB East Wash fs Milwaukee ,1112,22.05,22.05,58.18,58.18,0,0,"[-89.34912397915059, 43.10022205008239]"
31181.52,875,43.106655,-89.34317,6527,1.0,1.0,EB Commercial ns Oak ,1115,2.01,2.01,6.24,6.24,0,0,"[-89.3431639802736, 43.106647049026314]"
280560.35,129,43.096657,-89.363804,6528,21.01,21.01,SB Fordem fs Lakewood ,1116,20.01,20.01,56.11,56.11,0,0,"[-89.3637979748529, 43.09664905150274]"
69044.8,877,43.106703,-89.347665,6529,6.51,6.51,EB Commercial ns Kedzie ,1117,3.51,3.51,13.81,13.81,0,0,"[-89.34765897969393, 43.10669504923378]"
51285.13,812,43.082937,-89.378175,6530,14.01,11.5,EB E Johnson ns N Livingston ,1121,3.5,3.5,10.26,9.37,0,0,"[-89.37816897229357, 43.08292905523416]"
48638.55,130,43.11014,-89.363978,6531,5.5,5.5,SB N Sherman ns Oxford ,1122,4.0,4.0,9.73,9.73,0,0,"[-89.36397197386297, 43.110132049558366]"
5016.0,543,43.111258,-89.361482,6532,1.5,1.5,EB Roth ns Ruskin ,1123,2.0,2.0,1.0,1.0,0,0,"[-89.36147597467544, 43.11125004915953]"
1687.18,485,43.091497,-89.358067,6533,0.0,0.0,NB S First ns E Main ,1125,0.0,0.0,0.34,0.34,0,0,"[-89.35806097777778, 43.09148905243661]"
52834.18,493,43.093753,-89.342271,6534,7.51,7.51,EB Atwood ns S Marquette ,1127,2.0,2.0,10.57,10.57,0,0,"[-89.34226498170717, 43.09374505113556]"
37741.61,853,43.097012,-89.358407,6535,2.5,2.5,EB E Johnson fs N Third ,1131,1.5,1.5,7.55,7.55,0,0,"[-89.35840097675778, 43.097004051452295]"
64229.32,171,43.099878,-89.344116,6536,4.5,4.5,EB Milwaukee ns Waubesa ,1133,3.0,3.0,12.85,12.85,0,0,"[-89.34410998028089, 43.0998700500199]"
355781.29,457,43.081488,-89.382374,6537,19.51,16.51,WB E Gorham ns N Blair ,1138,16.01,16.01,71.16,69.93,0,0,"[-89.38236797165891, 43.08148005574906]"
600400.41,851,43.095891,-89.354074,6538,8.01,8.01,EB East Wash ns N Fourth ,1141,5.01,5.01,120.08,120.08,0,0,"[-89.3540679788074, 43.095883051257566]"
7310.04,168,43.086392,-89.354293,6539,0.0,0.0,EB Rutledge fs Riverside ,1143,0.0,0.0,1.46,1.46,0,0,"[-89.35428697916348, 43.08638405275033]"
200478.6,783,43.075891,-89.376784,6540,19.03,19.03,WB E Wilson ns S Franklin ,1150,8.52,8.52,40.1,40.1,0,0,"[-89.3767779730649, 43.07588305634976]"
104897.44,818,43.084548,-89.37584,6541,12.01,8.5,EB E Johnson fs N Paterson ,1151,9.51,9.51,20.98,18.87,0,0,"[-89.37583397277696, 43.084540054553905]"
3904.28,850,43.095569,-89.326524,6542,0.0,0.0,NB Walter ns Dawes ,1153,0.0,0.0,0.78,0.78,0,0,"[-89.32651798591134, 43.09556104971592]"
113503.47,536,43.106953,-89.364055,6543,3.5,3.5,SB N Sherman ns Commercial ,1156,8.5,8.5,22.7,22.7,0,0,"[-89.36404897415505, 43.10694505009612]"
6688.0,258,43.091942,-89.372674,6544,0.0,0.0,NB N Baldwin ns Sherman ,1157,0.0,0.0,1.34,1.34,0,0,"[-89.37266797284454, 43.091934053490164]"
173470.66,856,43.098059,-89.357418,6545,3.5,3.5,WB E Johnson fs N Fourth ,1160,2.5,2.5,34.69,34.69,0,0,"[-89.35741197762952, 43.0980510508918]"
12284.49,544,43.111429,-89.36368,6546,0.0,0.0,NB N Sherman ns Roth ,1161,1.5,1.5,2.46,2.46,0,0,"[-89.36367397345208, 43.11142104942058]"
38608.25,36,43.073655,-89.385427,6547,1.0,1.0,EB West Wash ns S Carroll ,1163,0.5,0.5,7.72,7.72,0,0,"[-89.38542097141573, 43.07364705688046]"
52961.95,224,43.106465,-89.340021,6548,1.0,1.0,WB East Wash fs Aberg ,1164,1.5,1.5,10.59,10.59,0,0,"[-89.34001498094068, 43.106457048781294]"
34053.19,245,43.077867,-89.369993,6549,5.51,5.51,EB Jenifer fs S Livingston ,1167,2.0,2.0,6.81,6.81,0,0,"[-89.36998697558718, 43.07785905487895]"
256989.1,479,43.089707,-89.329817,6550,0.0,0.0,NB Atwood fs Walter ,1169,0.0,0.0,51.4,51.4,0,0,"[-89.32981098616436, 43.089699051299455]"
40760.6,129,43.096916,-89.363631,6551,5.0,5.0,NB Fordem ns Lakewood ,1177,3.5,3.5,8.15,8.15,0,0,"[-89.3636249748668, 43.0969080521068]"
364829.21,169,43.091791,-89.355523,6552,29.54,29.54,SB Winnebago fs Atwood ,1188,32.58,32.58,72.97,72.97,0,0,"[-89.35551697821724, 43.091783052606495]"
382899.94,802,43.080238,-89.367028,6553,31.55,31.55,WB Jenifer ns S Brearly ,1190,14.03,14.03,76.58,76.58,0,0,"[-89.36702197582065, 43.080230054771484]"
2831.67,837,43.090665,-89.343855,6554,0.0,0.0,EB Oakridge ns Miller ,1191,0.0,0.0,0.57,0.57,0,0,"[-89.34384898154913, 43.09065705187707]"
144489.8,245,43.077751,-89.370536,6555,8.01,8.01,WB Jenifer ns S Livingston ,1194,2.51,2.51,28.9,28.9,0,0,"[-89.37052997494365, 43.0777430550168]"
226221.41,817,43.084904,-89.369296,6556,4.5,4.5,EB East Wash fs S Ingersoll ,1199,8.51,8.51,45.24,45.24,0,0,"[-89.36928997550737, 43.08489605432399]"
62911.56,503,43.096991,-89.351442,6557,2.0,2.0,SB Winnebago ns Lafollette ,1202,1.0,1.0,12.58,12.58,0,0,"[-89.35143597882582, 43.09698305145099]"
73397.42,513,43.098597,-89.329459,6558,5.51,5.51,WB Milwaukee fs Leon ,1206,6.51,6.51,14.68,14.68,0,0,"[-89.32945298528387, 43.09858904956492]"
151907.77,473,43.087361,-89.359231,6559,15.52,15.52,WB Williamson ns Rogers ,1208,7.52,7.52,30.38,30.38,0,0,"[-89.35922497708631, 43.08735305298854]"
142079.07,823,43.08708,-89.372246,6560,6.0,6.0,EB E Johnson fs N Ingersoll ,1209,4.0,4.0,28.42,28.42,0,0,"[-89.37223997381878, 43.08707205360366]"
21133.7,494,43.0938,-89.345259,6561,3.01,3.01,EB Atwood ns Hudson ,1211,4.01,4.01,4.23,4.23,0,0,"[-89.3452529811365, 43.09379205174468]"
58429.13,819,43.085884,-89.360418,6562,9.01,9.01,EB Williamson fs S Dickinson ,1213,7.52,7.52,11.69,11.69,0,0,"[-89.36041197690199, 43.08587605325641]"
346263.63,795,43.078747,-89.37877,6563,14.52,14.52,WB East Wash ns N Blair ,1214,17.52,17.52,69.25,69.25,0,0,"[-89.37876397324074, 43.078739056053315]"
0.0,174,43.094012,-89.340999,6564,5.01,5.01,SB S Fair Oaks ns Atwood ,1218,9.02,9.02,0.0,0.0,0,0,"[-89.34099298266632, 43.09400405140504]"
73283.92,227,43.099882,-89.335459,6565,2.0,2.0,WB Milwaukee ns N Bryan ,1220,2.5,2.5,14.66,14.66,0,0,"[-89.335452983054, 43.099874050024575]"
33681.18,923,43.078624,-89.384289,6566,0.0,0.0,EB E Johnson ns N Hamilton ,1223,1.0,0.0,6.74,5.85,0,0,"[-89.38428297078194, 43.078616055543215]"
11770.5,479,43.089689,-89.329138,6567,0.5,0.5,NB Walter fs Atwood ,1225,0.0,0.0,2.35,2.35,0,0,"[-89.32913198648463, 43.08968105092301]"
148954.17,772,43.074504,-89.378773,6568,0.5,0.5,WB E Wilson fs King ,1230,1.0,1.0,29.79,29.79,0,0,"[-89.37876697355631, 43.074496056223516]"
94208.82,857,43.098458,-89.350651,6569,5.0,5.0,EB East Wash fs S Sixth ,1233,7.51,7.51,18.84,18.84,0,0,"[-89.35064497873428, 43.09845005050864]"
67771.75,168,43.085703,-89.355677,6570,0.0,0.0,WB Rutledge fs S Thorton ,1236,0.0,0.0,13.55,13.55,0,0,"[-89.35567097837257, 43.08569505361986]"
97631.01,840,43.092008,-89.359239,6571,8.51,8.51,EB East Wash ns S First ,1241,4.01,4.01,19.53,19.53,0,0,"[-89.35923297685949, 43.09200005274113]"
488352.41,918,43.089497,-89.369614,6572,33.01,33.01,WB E Gorham fs N Baldwin ,1250,17.01,17.01,97.67,97.67,0,0,"[-89.36960797452514, 43.089489053323796]"
212226.69,544,43.11228,-89.363964,6573,14.01,14.01,SB N Sherman ns Roth ,1254,15.01,15.01,42.45,42.45,0,0,"[-89.36395797355101, 43.11227204922251]"
119109.37,821,43.08743,-89.353329,6574,0.0,0.0,WB Rutledge ns Walton ,1256,0.0,0.0,23.82,23.82,0,0,"[-89.35332297896767, 43.08742205246285]"
10068.5,167,43.085086,-89.356653,6575,0.0,0.0,SB Rogers ns Rutledge ,1260,0.0,0.0,2.01,2.01,0,0,"[-89.35664697889148, 43.0850780530997]"
129254.63,923,43.078651,-89.383918,6576,13.0,13.0,NB N Hamilton ns E Johnson ,1261,18.51,18.51,25.85,25.85,0,0,"[-89.3839119706858, 43.078643055637215]"
60120.71,170,43.093375,-89.354286,6577,2.0,2.0,SB Winnebago ns Sutherland ,1264,2.51,2.51,12.02,12.02,0,0,"[-89.35427997894199, 43.093367051731846]"
196250.4,530,43.10286,-89.344607,6578,24.53,24.53,EB East Wash fs E Johnson ,1269,21.03,21.03,39.25,39.25,0,0,"[-89.34460097988209, 43.102852050127105]"
54303.15,510,43.097852,-89.326706,6579,6.11,6.11,SB Walter fs Milwaukee ,1270,2.54,2.54,10.86,10.86,0,0,"[-89.32669998634957, 43.097844049214174]"
14562.46,878,43.106626,-89.355101,6580,0.0,0.0,SB Packers fs Commercial ,1278,0.0,0.0,2.91,2.91,0,0,"[-89.35509497717248, 43.10661804958812]"
450273.9,530,43.102878,-89.345545,6581,38.04,38.04,WB East Wash fs E Johnson ,1280,34.07,34.07,90.05,90.05,0,0,"[-89.34553898017346, 43.102870049545785]"
1699.0,836,43.090283,-89.348955,6582,0.0,0.0,EB Oakridge ns Dunning ,1287,0.0,0.0,0.34,0.34,0,0,"[-89.34894898037034, 43.09027505182286]"
74842.9,862,43.100087,-89.348302,6583,10.5,10.5,EB Milwaukee fs East Wash ,1293,4.0,4.0,14.97,14.97,0,0,"[-89.34829597987887, 43.100079050863826]"
48487.97,225,43.101662,-89.365245,6584,5.0,5.0,SB Sherman ns Mcguire ,1296,1.0,1.0,9.7,9.7,0,0,"[-89.36523897426527, 43.10165405088335]"
111884.69,1020,43.100875,-89.349067,6585,9.5,9.5,NB North fs East Wash ,1301,8.01,8.01,22.38,22.38,0,0,"[-89.34906097957894, 43.10086705017838]"
126408.95,816,43.084621,-89.359012,6586,0.0,0.0,WB Spaight ns S Dickinson ,1304,0.0,0.0,25.28,25.28,0,0,"[-89.35900597823618, 43.08461305401489]"
5086.54,477,43.08819,-89.352205,6587,0.0,0.0,EB Rutledge ns Russell ,1305,0.0,0.0,1.02,1.02,0,0,"[-89.35219897933975, 43.08818205268225]"
10630.92,513,43.098248,-89.329213,6588,1.51,1.51,EB Milwaukee fs Leon ,1309,0.5,0.5,2.13,2.13,0,0,"[-89.32920698556653, 43.09824004986729]"
1362282.61,440,43.074954,-89.38618,6589,92.09,92.09,WB W Mifflin ns N Carroll ,1310,60.09,60.09,272.46,272.46,0,0,"[-89.38617397111766, 43.07494605634104]"
135434.39,862,43.100534,-89.348327,6590,7.51,7.51,EB East Wash fs Milwaukee ,1311,6.51,6.51,27.09,27.09,0,0,"[-89.34832097948667, 43.10052605057153]"
14121.58,527,43.10145,-89.352512,6591,0.0,0.0,EB E Johnson ns N Seventh ,1319,0.0,0.0,2.82,2.82,0,0,"[-89.35250597823794, 43.1014420501303]"
355165.96,786,43.076331,-89.381475,6592,5.51,5.51,EB East Wash fs S Webster ,1323,8.51,8.51,71.03,71.03,0,0,"[-89.38146897275927, 43.076323056524885]"
1511269.6,440,43.074479,-89.38618,6593,134.59,134.59,SB N Carroll fs W Mifflin ,1324,102.63,102.63,302.25,302.25,0,0,"[-89.38617397078704, 43.07447105694403]"
51283.23,918,43.089622,-89.368749,6594,4.0,4.0,EB E Johnson fs N Baldwin ,1325,8.51,8.51,10.26,10.26,0,0,"[-89.36874297499928, 43.08961405356348]"
16147.58,876,43.106898,-89.34517,6595,5.5,5.5,WB Commercial ns North Lawn ,1326,2.01,2.01,3.23,3.23,0,0,"[-89.34516397996828, 43.10689004895444]"
50159.97,504,43.097097,-89.368002,6596,1.5,1.5,EB Sherman fs Sherman ,1329,7.5,7.5,10.03,10.03,0,0,"[-89.36799597389465, 43.09708905182417]"
54572.5,126,43.093129,-89.363622,6597,7.5,7.5,EB E Johnson ns Fordem ,1333,5.0,5.0,10.91,10.91,0,0,"[-89.36361597517437, 43.09312105227815]"
32366.77,132,43.114089,-89.363653,6598,2.51,2.51,NB N Sherman ns Aberg ,1341,2.02,2.02,6.47,6.47,0,0,"[-89.36364697336549, 43.114081049067366]"
130294.23,497,43.095326,-89.35242,6599,2.5,2.5,NB Winnebago fs S Fourth ,1343,0.5,0.5,26.06,26.06,0,0,"[-89.35241397923912, 43.095318051556056]"
252308.89,840,43.091981,-89.360054,6600,5.01,5.01,WB East Wash fs N First ,1350,9.51,9.51,50.46,50.46,0,0,"[-89.36004797723004, 43.09197305241309]"
0.0,960,43.095595,-89.338206,6601,0.0,0.0,NB S Fair Oaks at Cap City Path ,1353,0.5,0.5,0.0,0.0,0,0,"[-89.33819998349423, 43.095587050812014]"
7245.33,125,43.094358,-89.370363,6602,1.5,1.5,WB Sherman ns N Thorton ,1354,0.5,0.5,1.45,1.45,0,0,"[-89.37035697386827, 43.09435005294134]"
505235.41,797,43.080361,-89.383979,6603,2.51,0.0,WB E Gorham ns N Hancock ,1358,1.5,0.0,101.05,97.16,0,0,"[-89.38397297132026, 43.08035305604976]"
1687.18,485,43.091139,-89.357968,6604,0.0,0.0,SB S First fs E Main ,1372,0.0,0.0,0.34,0.34,0,0,"[-89.35796197825537, 43.091131052338625]"
2263.2,870,43.10486,-89.351002,6605,0.0,0.0,NB North ns Hoard ,1375,0.0,0.0,0.45,0.45,0,0,"[-89.35099597834339, 43.10485204977073]"
43524.1,523,43.101124,-89.363887,6606,2.5,2.5,NB Fordem fs Mcguire ,1379,3.0,3.0,8.7,8.7,0,0,"[-89.36388097451491, 43.1011160515211]"
15145.08,131,43.114291,-89.357255,6607,0.5,0.5,WB Aberg at Loftsgordan Rr ,1380,1.5,1.5,3.03,3.03,0,0,"[-89.35724897552255, 43.114283048559635]"
